"latitude","longitude","id"
"55.71664206","37.56810936","724"
"55.71679044","37.56779286","725"
"55.71689037","37.56750318","726"
"55.71713565","37.58059236","727"
"55.71732188","37.5804046","728"
"55.71874052","37.58284273","729"
"55.71890555","37.58264425","730"
"55.71927193","37.5830895","731"
"55.71916596","37.58337917","732"
"55.72112197","37.58561614","733"
"55.72126731","37.58527818","734"
"55.72171845","37.58581462","735"
"55.72158523","37.58610966","736"
"55.72399829","37.58821251","737"
"55.72396802","37.5885773","738"
"55.72530467","37.58995595","739"
"55.72562105","37.5898889","740"
"55.72610998","37.59041193","741"
"55.72601916","37.59072306","742"
"55.73132588","37.59467932","743"
"55.73152567","37.59445402","744"
"55.73164977","37.59400877","745"
"55.73110794","37.59349378","746"
"55.73389877","37.59719523","747"
"55.73454953","37.59618672","748"
"55.73408643","37.59680363","749"
"55.72018788","37.56486925","750"
"55.72001529","37.56471905","751"
"55.7184892","37.56955775","752"
"55.72166395","37.55910116","753"
"55.72183956","37.55923527","754"
"55.73882133","37.65142141","755"
"55.73878956","37.6517406","756"
"55.73970958","37.65232532","757"
"55.74041018","37.65136241","758"
"55.73946596","37.65282153","759"
"55.73948109","37.65354036","760"
"55.74090041","37.65463199","761"
"55.74095791","37.65496995","762"
"55.74112436","37.65537765","763"
"55.74135435","37.65562977","764"
"55.74144816","37.65607502","765"
"55.74209275","37.65376296","767"
"55.74252851","37.65496459","768"
"55.74268285","37.65403118","769"
"55.74304598","37.65290465","770"
"55.74297033","37.65197661","771"
"55.74428364","37.64982547","772"
"55.74417168","37.64965381","773"
"55.74501593","37.64885451","774"
"55.74498567","37.64863457","775"
"55.74591463","37.64844682","776"
"55.74585411","37.64820542","777"
"55.74811741","37.64591481","778"
"55.74832618","37.64731493","779"
"55.74815069","37.64718082","780"
"55.74842603","37.64512088","781"
"55.7490947","37.64453616","782"
"55.74913403","37.64527108","783"
"55.74860152","37.64593627","784"
"55.74905234","37.64870968","785"
"55.73659378","37.64911737","786"
"55.73650601","37.64943387","787"
"55.72954568","37.65486535","788"
"55.72975153","37.65519257","789"
"55.72940643","37.65589531","790"
"55.73820845","37.64783528","791"
"55.73812371","37.64753487","792"
"55.73755775","37.6544657","793"
"55.73762433","37.65493777","794"
"55.73708863","37.65568342","795"
"55.73711133","37.65481438","796"
"55.73723693","37.65529718","797"
"55.73545744","37.65615453","798"
"55.73567838","37.65664806","799"
"55.73342344","37.65792211","800"
"55.73322064","37.65915056","801"
"55.73120772","37.65996595","802"
"55.73138631","37.66064723","803"
"55.73038133","37.66031464","804"
"55.72993029","37.66064187","805"
"55.72996662","37.66159137","806"
"55.72711799","37.66260524","807"
"55.72720275","37.66320606","808"
"55.72462943","37.66338308","809"
"55.72464457","37.66392489","810"
"55.72314742","37.66336163","811"
"55.72315196","37.66390611","812"
"55.71810907","37.66401609","813"
"55.71804245","37.66317924","814"
